nombre,tipo_unidad,domicilio,asentamiento,ciudad,cp,estado,municipio,no_tel,responsable_puesto,pagina_web,correo_electronico,mineral,realiza,longitud_x,latitud_y,fecha_actualizacion
"Minerales Amarani, S.A. de C.V. (Oficina 2)",Empresa,Francisco Murguía n.° 603. Colonia Los Terreros,Los Terreros,Múzquiz,26342,Coahuila de Zaragoza,Múzquiz,864 616 3587,"Marroquín Marroquín Mariana Paola, Representante legal",s/i,minerales.amarani@hotmail.com,Carbón,"Comercialización, extracción",-101.516944,27.883611,jan-25
"Minerales Ambientales, S.A. de C.V. (Oficina 1)",Empresa,Zaragoza n.° 399. Colonia Sabinas Centro,Sabinas Centro,Sabinas,26700,Coahuila de Zaragoza,Sabinas,s/i,"Dávila Ramírez Jaime Alberto, Representante legal",s/i,eggy80@hotmail.com,Carbón,"Comercialización, extracción",-101.123139,27.850667,jan-25
"Minerales Don Chilo, S.A. de C.V. (Oficina 2)",Empresa,Lucrecia Solano de Montemayor n.° 100. Colonia San Luisito,San Luisito,San Juan de Sabinas,26840,Coahuila de Zaragoza,San Juan de Sabinas,861 614 6567,"Flores Guerra Antonio, Representante legal",s/i,francisca_18a@hotmail.com,Carbón,"Comercialización, extracción",-101.237944,27.948944,jan-25
"Minerales Energéticos e Industriales, S.A. de C.V. (Oficina 1)",Empresa,C. Secc. 38 n.° 215. Colonia Magisterio,Magisterio,Múzquiz,26344,Coahuila de Zaragoza,Múzquiz,864 100 5120,"Sanmiguel Ramos Roberto Andrés, Representante legal",s/i,chato_roberto@hotmail.com,Carbón,"Comercialización, extracción",-101.524278,27.875639,jan-25
"Minerales Industriales de Sonora, S. de R.L. de C.V.",Empresa,Central n.° 126-A. Colonia Pitic,Pitic,Hermosillo,83150,Sonora,Hermosillo,619 639 1313,"Aguirre Calles Carlos Alberto, Director general",www.mineralesindustriales.com.mx,aguirremc@prodigy.net.mx,Grafito,"Comercialización, extracción",-110.878136,29.17794,jan-25
Minerales Metálicos y No Metálicos de Hgo. (antes Comercializadora Zago),Empresa,Hacienda Sta. María s/n. Colonia La Alberca,sin dato,sin dato,42331,Hidalgo,Zimapán,759 728 3653,"Sánchez Bautista Fernando, Superintendente de planta",s/i,planta.minerales.hidalgo@gmail.com,"Cobre, plomo, zinc",Extracción,-99.396109,20.739852,jan-25
"Minerales Piramide, S.A. de C.V.",Empresa,Ctra Sto. Domingo-Villa de Zaragoza. Colonia Santo Domingo,Ninguno [Trituradora de Mármol],Zaragoza,79546,San Luis Potosí,Zaragoza,s/i,"Tristán Pérez José Artemio, Director",s/i,minerales.piramide@live.com,Caliza,"Comercialización, compra",-100.741674,22.087144,jan-25
"Minerales Río Roma, S.A. de C.V.",Empresa,"Carlos Jongitud Barrios n.° 2112, interior C. Colonia Valle Florido",sin dato,sin dato,79611,San Luis Potosí,Rioverde,487 872 0032,"Urbiola Quintero María Teresa, Gerente general",en.corporativourbiola.info,contraloria@corporativourbiola.com,Yeso,Extracción,-99.99785,21.92398,jan-25
"Minerales de Inguarán, S.A. de C.V.",Empresa,Loma de San Juan n.° 96. Colonia Loma Dorada,Loma Dorada,Querétaro,76060,Querétaro,Querétaro,442 210 1702,"Hurtado Flores Victorino, Director general",s/i,minerales.inguaran@yahoo.com.mx,"Cobre, oro, plata, plomo, zinc",Comercialización,-100.363871,20.591916,jan-25
"Minerales de San Luis, S.A. de C.V.",Empresa,Av. Andalucía. Colonia Satélite,Ciudad Satélite,San Luis Potosí,78423,San Luis Potosí,San Luis Potosí,444 547 3242,"Aguilar Rodríguez Víctor Hugo, Gerente",www.mineralessanluis.com,ventasmineral@hotmail.com,"Caliza, fosforita",Compra,-100.788147,22.110834,jan-25
"Minerales y Moliendas Industriales, S.A de C.V.",Empresa,Ctra. Federal Puebla-Tehuacán km 14.3. Colonia Las Ánimas,Amozoc Centro,Amozoc,72980,Puebla,Amozoc,222 286 0464,"García Barajas Carlos Gerardo, Gerente general",www.mineralesymoliendasindustriales.com,mymsa03@prodigy.net.mx,"Barita, dolomita, fosforita",Comercialización,-98.06515,19.044754,jan-25
"Moliendas Técnicas, S.A. de C.V. (Molitec)",Empresa,Ctra. San Juan del Río-Xilitla km 44.4. Colonia Zona industrial,Centro,Cadereyta de Montes,76500,Querétaro,Cadereyta de Montes,441 276 0480,"Flores Orozco Jesús Javier, Gerente de operación",s/i,jesus.flores@grupoar.com,Mármol,"Comercialización, compra",-99.847592,20.712123,jan-25
"Moliendas y Mezclas Minerales, S.A. de C.V.",Empresa,Ctra. A La Estanzuela s/n. Colonia El Calvario,La Estanzuela,Zimapán,42357,Hidalgo,Zimapán,772 736 1319,"Covarrubias José, Director general",s/i,pegazu@hotmail.com,"Dolomita, zeolita","Comercialización, compra",-99.448188,20.701155,jan-25
"Molimentales del Noroeste, S.A. de C.V.",Empresa,Blvd. Solidaridad n.° 335-A L-3. Colonia Las Palmas,Las Palmas,Hermosillo,83270,Sonora,Hermosillo,662 218 1067,"Bonilla Meza Miguel Ángel, Gerente general",www.magnagoldcorp.com,miguel.bonilla@magnagoldcorp.com,Oro,"Comercialización, explotación",-110.982521,29.079432,jan-25
"Mármoles Tepeaca, S.A. de C.V.",Empresa,Ctra. Federal Puebla-Tehuacán km 104. Colonia San José las Flores,San José de las Flores,Amozoc,72980,Puebla,Puebla,223 275 0604,"Domínguez Trejo Yolanda, Directora",s/i,marmoles_tepeaca@hotmail.com,Caliza,Comercialización,-98.022822,19.036763,jan-25
"Mármoles Tres Hermanos, S.A. de C.V.",Empresa,Privada San Ignacio n.° 6. Colonia Las Ánimas,Las Animas,Amozoc,72980,Puebla,Amozoc,s/i,s/i,www.marmolesth.com/index.php,dojedagranitos@hotmail.com,"Caliza, granito",Comercialización,-98.066145,19.045593,jan-25
"Mármoles y Granitos Internacionales de Puebla, S.A.S. de C.V.",Empresa,C. El Carril 501. Colonia Santiago Acatlán,Santiago Acatlán,Tepeaca,75205,Puebla,Tepeaca,223 100 0273,"Garza Alfredo, Ventas",www.marmolesygranitosinternacionalesdepuebla.com.mx,alfredogarzav@hotmail.com,"Caliza, travertino","Comercialización, fabricación",-97.961555,19.010523,jan-25
"Mármoles y Travertino Rojas, S.A. de C.V.",Empresa,Km 52 s/n. Colonia Tepexi de Rodríguez,Tepexi de Rodríguez,Tepexi de Rodríguez,74690,Puebla,Tepexi de Rodríguez,224 105 9831,"Rojas Herrera Amancio, Director general",s/i,rojas.h.a@hotmail.com,"Caliza, travertino",Comercialización,-97.901306,18.54159,jan-25
"Negociación Minera Sta. María La Paz y Anexas, S.A. de C.V.",Empresa,Álvaro Obregón n.° 2. Colonia Centro,Departamento de la Cruz,Villa de la Paz,78830,San Luis Potosí,Villa de la Paz,488 882 0131,"Cerrillo Chowell José, Director general",www.negociacionmineralapazyanexas.com,jose.cerrillo@nemisa.com,"Cobre, oro, plata","Comercialización, extracción",-100.710781,23.67501,jan-25
"Nusantara de México, S.A. de C.V.",Empresa,San Miguel 55. Colonia San Antonio,San Antonio,Hermosillo,83260,Sonora,Hermosillo,662 267 0180,"López Pinedo Óscar Alfredo, Gerente general",www.firstmajestic.com,olopez@firstmajestic.com,"Oro, plata",Explotación,-110.967916,29.076292,jan-25
"Ocampo Mining, S.A. de C.V.",Empresa,Av. De La Cantera n.° 9101-A. Colonia Cahuisori,Cahuisori,Ocampo,33325,Chihuahua,Ocampo,625 959 0270,s/i,www.minerafrisco.com.mx/inicio,s/i,"Oro, plata","Comercialización, exploración, extracción",-108.374306,28.193778,jan-25
"Omya México, S.A. de C.V.",Empresa,Blvd. Palmas Hill n.° 2. Colonia Villa de Las Palmas,Valle de las Palmas,Huixquilucan,52787,Estado de México,Naucalpan de Juárez,552 625 0130,"Londoño Gabriel, Director general",www.omya.com,gabriellondono@omya.com,"Caliza, dolomita, perlita","Comercialización, extracción",-99.280586,19.392782,jan-25
"Operadora de Minas e Instalaciones Mineras, S.A. de C.V.",Empresa,Benito Juárez n.° 4. Colonia El Ronquillo,Heroica Ciudad de Cananea Centro,Cananea,84620,Sonora,Cananea,645 332 8000,"Paz Molina María Alba, Gerente",www.gmexico.com,alba.paz@mm.gmexico.com,Cobre,Explotación,-110.318,30.9825,jan-25
Orogen Royalties Inc.,Empresa,"Blvd. Antonio Quiroga n.° 150 sur B, interior 112. Colonia Villa Sauces",Las Provincias,Hermosillo,83243,Sonora,Hermosillo,662 264 8055,"Fuentes Encinas Luz Elena, Administradora general",www.orogenroyalties.com,luzelena@evrimresources.com,"Cobre, molibdeno, oro, plata",Exploración,-111.022797,29.079707,jan-25
"PASMEX, S.A. de C.V.",Empresa,"Av. Universidad n.° 234, piso 6. Colonia Lomas del Guadiana",Lomas del Guadiana,Durango,34110,Durango,Durango,618 128 0709,"Steinmann Yamana Michael, Director ejecutivo",s/i,info@panamericansilver.com,Oro y plata (barra doree),"Exploración, explotación",-104.68,24.02,jan-25
"PERFOBAR, S.A.P.I DE C.V.",Empresa,Paseo de la Reforma n.° 404. Colonia Juárez,Juárez,Cuauhtémoc,6600,Ciudad de México,Cuauhtémoc,s/i,"Bringas Cortina Diego, Director de ventas",perfobar.com,dbringas@perfobar.com,Barita,"Comercialización, extracción",-93.222655,18.429357,jan-25
Pan American Goldfields Ltd.,Empresa,C. Ramírez Calderón n.° 1404. Colonia San Felipe II,San Felipe II,Chihuahua,31203,Chihuahua,Chihuahua,s/i,s/i,s/i,info@panamgoldfields.com,"Oro, plata",Exploración,-106.091111,28.643056,jan-25
"Parrilla Plata Mining, S.A. de C.V.",Empresa,Minera La Parrilla. Colonia Unidad Minera,San José de la Parrilla (La Parrilla),Nombre de Dios,34863,Durango,Nombre de Dios,416 504 2024,"Mckenzie Greg, Director, presidente y CEO",www.silverstorm.ca,info@silverstorm.com,"Oro, plata, plomo, zinc",Exploración,-104.109594,23.73834,jan-25
"Pita Exploration, S. A. de R.L. de C.V.",Empresa,Gral. Mariano Ruiz n.° 76. Colonia Centro,Xalisco Centro,Xalisco,63780,Nayarit,Xalisco,614 370 4168,"Caraveo Vallina Alejandro, Representante legal",sierramadregoldandsilver.com,alcaraveo@infinitummail.com,"Oro, plata",Explotación,-104.404289,21.443221,mar-25
"Poligravas, S.A. de C.V.",Empresa,Ctra. Federal México-Veracruz km 62+800. Colonia Emilio Portes Gil,San Luis Atexcac,Guadalupe Victoria,75043,Puebla,Guadalupe Victoria,222 285 9595,s/i,s/i,asistente@poligravas.com,Arena y grava,"Comercialización, extracción",-97.480959,19.323255,jan-25
"Productos Mitza, S.A. de C.V.",Empresa,Av. 124-C n.° 240. Colonia Jacinto Canek,Jacinto Canek,Mérida,97227,Yucatán,Mérida,999 945 2279,"Ortiz Arce Teodoro, Director general",www.mitza.com.mx,info@mitza.com.mx,"Agregados pétreos, cal hidratada","Comercialización, fabricación",-89.659899,20.988817,jan-25
"Proyecto Piedra, S.A. de C.V.",Empresa,Ctra. Internacional Oaxaca-México km 19. Colonia Magdalena Apasco,Magdalena Apasco,Magdalena Apasco,68226,Oaxaca,Magdalena Apasco,951 547 9666,"Martínez Cervantes Ana Patricia, Dueña",s/i,proyecto_piedra@hotmail.com,Cantera,"Comercialización, compra",-96.814199,17.233548,jan-25
"Quiriego Gold, S.A. de C.V.",Empresa,"C. 12 de Octubre n.° 93, int. s/n. Colonia San Benito",San Benito,Hermosillo,83190,Sonora,Hermosillo,662 210 4670,"Díaz Ávalos Jorge Alberto, Gerente general",s/i,jorge@quiriegogd.com,Oro,"Comercialización, desarrollo minero, explotación",-110.971516,29.09456,jan-25
"Química del Rey, S.A. de C.V.",Empresa,Av. Metalúrgica n.° 550. Colonia Laguna del Rey (Químicas del Rey),Laguna del Rey (Químicas del Rey),Ocampo,27545,Coahuila de Zaragoza,Ocampo,844 432 0502,"Rebollar Rafael, Director metales y químicos",www.reverte-na.com,info@penoles.com.mx,"Olivino, sulfato de magnesio, sulfato de sodio, óxido de magnesio","Comercialización, explotación, extracción",-103.371444,27.030278,jan-25
"Real de San Javier, S.A. de C.V.",Empresa,Rayón n.° 15. Colonia Centro,Hermosillo Centro,Hermosillo,83000,Sonora,Hermosillo,662 212 1527,"Bernal Portillo Marco Antonio, Propietario co-concesionario",s/i,marcobernal50@hotmail.com,Grafito,Extracción,-110.94773,29.09224,jan-25
Recomex (Remolques y Transportes de México),Empresa,Ctra. Coatzacoalcos-Villahermosa. Colonia Mundo Nuevo,Mundo Nuevo,Coatzacoalcos,96386,Veracruz de Ignacio de la Llave,Coatzacoalcos,s/i,s/i,www.grupoortiz.mx,info@gruportiz.com,"Caliza, grava",Comercialización,-94.329778,18.077778,jan-25
"Refractarios Básicos, S.A. de C.V.",Empresa,"Falda del cerro de La Gloria n.° 1000, El Conejo. Colonia Colinas de Santiago",Colinas de Santiago,Monclova,25790,Coahuila de Zaragoza,Monclova,866 649 0990,s/i,www.rebasa.com.mx,ventas@rebasa.com.mx; servicioacliente@calesyminasdemexico.com,"Agregados pétreos, cal","Comercialización, distribución de material de construcción",-101.394667,26.856556,jan-25
Reyna Silver Corp.,Empresa,Domicilio conocido s/n. Colonia Santa Eulalia,Centro Santa Eulalia,Aquiles Serdán,31650,Chihuahua,Chihuahua,778 504 1344,"Ramiro Monroy Jorge, Director ejecutivo",reynasilver.com,jorge@reynasilver.com,Arcilla,Exploración,-105.869502,28.537419,jan-25
Riverside Resources México,Empresa,Gral. Bernardo Reyes 109. Colonia San Benito,San Benito,Hermosillo,83190,Sonora,Hermosillo,662 267 0940,"Peña Abelardo, Gerente general",www.rivres.com,mpena@rivresx.com,"Cobre, oro, plata",Exploración,-110.96,29.097,jan-25
"Roca Fosfórica Mexicana II, S.A. de C.V.",Empresa,"Domicilio conocido, San Juan de la Costa. Colonia San Juan de la Costa",San Juan de la Costa,La Paz,23174,Baja California Sur,La Paz,612 223 1510,s/i,www.grupofertinal.com.mx/roca-fosforica-mexicana-ii-s-a-de-c-v,s/i,Roca fosfórica,"Comercialización, extracción",-110.692361,24.39175,jan-25
"SOMIN: Compañía Minera de Sonora, S.A.P.I de C.V.",Empresa,"Ctra. Estatal 16 km 18.5, tramo Zamora-Pesqueira. Colonia s/i",San Miguel de Horcasitas,San Miguel de Horcasitas,83360,Sonora,San Miguel de Horcasitas,623 212 8142,"Martínez Luis, Gerente general",s/i,infor@somin.com.mx,Sulfato de sodio,Extracción,-110.89,29.341,jan-25
"Sales del Istmo, S.A. de C.V.",Empresa,Av. Insurgentes Sur n.° 778. Colonia del Valle,Del Valle Centro,Benito Juárez,3100,Ciudad de México,Benito Juárez,555 340 1800,"Arzani Capellini Domingo, Director general",s/i,contactolafina@cydsa.com,Sal,"Comercialización, extracción",-99.173199,19.390627,jan-25
"Salina de Lobos, S.A. de C.V.",Empresa,Circuito interior 2026. Colonia Parque Industrial,Parque Industrial,Cajeme,85065,Sonora,Cajeme,644 411 0017,"Fernar Francisco José, Gerente",www.salesdelvalle.com.mx,fiscalista@salesdelvalle.com.mx,Sal,Extracción,-109.912224,27.478945,jan-25
Santa Cruz Silver Mining Ltd.,Empresa,Blvd. Ramón G. Bonfil n.° 439. Colonia Zona Plateada,Zona Plateada,Pachuca de Soto,42084,Hidalgo,Pachuca de Soto,s/i,"Préstamo Elizondo Arturo, Presidente ejecutivo y director",santacruzsilver.com,info@santacruzsilver.com,"Cobre, plomo, zinc","Comercialización, extracción",-98.781611,20.100028,jan-25
"Sapuchi Minera, S. de R.L. de C.V",Empresa,Blvd. Colosio 450. Colonia Metrocentro,Metrocentro,Hermosillo,83250,Sonora,Hermosillo,662 135 9747,"Lodder Chris, Presidente",osiskodev.com/san-antonio,info@osiskodev.com,Cobre,Extracción,-110.982,29.084,jan-25
"Secopsa Minning Mexico, S.A. de C.V.",Empresa,Valparaíso n.° 313. Colonia Guadalupe,Guadalupe,Monclova,25750,Coahuila de Zaragoza,Monclova,866 633 2270,"Ceceñas Torrero Juan Manuel, Gerente jurídico",www.secopsa.mx,jmcecenast@gmail.com,Fluorita,"Comercialización, desarrollo minero, exploración, explotación, extracción",-101.439723,26.90704,jan-25
"Servicios Administrativos Peñoles, S.A.B. de C.V.",Empresa,"Calz. Manuel Gómez Morín n.° 444, Esq. Turín. Colonia Torreón Residencial",Torreón Residencial,Torreón,27268,Coahuila de Zaragoza,Torreón,871 729 3300,"García Mauricio, Director de finanzas Peñoles",www.penoles.com.mx,investor_relations@penoles.com.mx,"Cobre, fierro, oro, plata, plomo, zinc","Comercialización, exploración, extracción",-103.401472,25.523139,jan-25
Silver Crest Metals,Empresa,"Luis Encinas 604, int. A. Colonia El Torreón",Torreón,Hermosillo,83204,Sonora,Hermosillo,662 213 7823,"Araiza Martínez Héctor, Gerente",www.silvercrestmetals.com,hectoraraiza@tintoroca.com,"Oro, plata",Explotación,-110.976139,29.086056,jan-25
"Silver Dragon Mining de México, S.A de C.V.",Empresa,C. 5 de Febrero n.° 153 Ote. Colonia Guillermina,Guillermina,Durango,34270,Durango,Durango,618 185 1254,s/i,s/i,s/i,Plata,"Exploración, extracción",-104.641611,24.026694,jan-25
Sociedad de Producción Salinera Especializada La Chontal,Empresa,Domicilio conocido Laguna Grande. Colonia Santiago Astata,Santiago Astata,Santiago Astata,70790,Oaxaca,Santiago Astata,995 102 4321,"Hernández Ramírez Timoteo, Presidente de la sociedad",s/i,s/i,Sal,"Comercialización, extracción",-95.688616,15.927521,jan-25
"Sílica del Potosí, S. A. de C. V.",Empresa,Av. Soledad n.° 1705. Colonia San Felipe,Lomas de San Felipe,Soledad de Graciano Sánchez,78433,San Luis Potosí,San Luis Potosí,444 831 4267,"Medina Alfredo, Administrador",www.silicaspotosi.com,silicaspotosi@hotmail.com,Arena sílica,Comercialización,-100.955263,22.181274,oct-25
"Sílices de México, S.A. de C.V.",Empresa,Ctra. Alvarado-Lerdo km 55+500. Colonia Chocotan,sin dato,sin dato,95253,Veracruz de Ignacio de la Llave,Alvarado,229 450 1291,"Jiménez Gómez Agustín Rogelio, Gerente",s/i,silicesdemexico@gmail.com,Arena sílica,"Comercialización, extracción",-95.715931,18.74686,oct-25
"Sílices del Istmo, S.A. de C.V.",Empresa,Ctra. Sayula-San Juan km 10. Colonia Centro,La Cerquilla,San Juan Evangelista,96133,Veracruz de Ignacio de la Llave,San Juan Evangelista,924 245 7420,"Rivera Roberto, Gerente de planta",s/i,roberto.rivera@sisaiv.com.mx,Arena sílica,"Comercialización, extracción",-95.037335,17.893755,oct-25
"TRICASA, S.A.",Empresa,Av. Constituyentes con calle 61. Colonia Francisco May,Francisco May,Felipe Carrillo Puerto,77240,Quintana Roo,Felipe Carrillo Puerto,983 267 1249,s/i,s/i,ventas@tricasa.com,Agregados pétreos,Comercialización,-88.042432,19.575915,jan-25
"Travertino Zafiro, S.A. de C.V.",Empresa,Ctra. Tepexi-Ixcaquixtla km 43. Colonia Morelos,Tepexi de Rodríguez,Tepexi de Rodríguez,74690,Puebla,Tepexi de Rodríguez,224 421 5556,"Rojas Aarón, Servicio de atención al cliente",travertinozafiro.com/empresa.html,marmoles_zafiro@outlook.com,Travertino,Comercialización,-97.919981,18.58828,jan-25
"Tricoblocks del Sureste, S.A. de C.V.",Empresa,Ctra. Hunxectaman-Oxcum km 150. Colonia Umán,Hunxectamán,Mérida,97288,Yucatán,Umán,984 157 4083,s/i,s/i,rguzman@tricoblocks.com,"Agregados pétreos, caliza","Comercialización, extracción",-89.743653,20.90775,jan-25
"Trimmsa, S.A. de C.V.",Empresa,Ctra. Mérida-Tixcocob km 7.5. Colonia Centro,Mérida Centro,Mérida,97000,Yucatán,Mérida,999 481 6663,s/i,www.trimmsa.com.mx,info@trimsa.mx,Agregados pétreos,Comercialización,-89.505468,20.964305,jan-25
"Trituraciones La Concha, S.A. de C.V.",Empresa,Francisco Carbajal n.° 106. Colonia San Antonio,San Antonio,Soledad de Graciano Sánchez,78436,San Luis Potosí,Soledad de Graciano Sánchez,444 386 4014,"Muñoz Mezquitic Elia Karem, Administradora",s/i,eli.karen@trituracioneslaconcha.com,Caliza,Extracción,-100.942562,22.15947,jan-25
"Trituraciones de Mármol y Calcios Vizarrón, S.A. de C.V.",Empresa,Ctra. San Juan del Río-Xilitla km 75.3. Colonia Vizarrón,Vizarrón de Montes,Cadereyta de Montes,76526,Querétaro,Cadereyta de Montes,442 421 6975,"Plata Fernanda, Asistente de gerencia",www.trituracionesdemarmolycalcioVizarron.com,trimcavsa@hotmail.com,"Caliza, mármol",Comercialización,-99.714955,20.845194,jan-25
"Triturados Cedral, S.A. de C.V.",Empresa,Av. de Las Américas n.° 307. Colonia Centro,La Finca II,Matehuala,78715,San Luis Potosí,Matehuala,488 882 6300,"Segovia Jr. Juan, Director",www.trecesa.com.mx,tricesa@hotmail.com,Caliza,Extracción,-100.63708,23.66837,jan-25
Triturados Ejido Progreso,Empresa,Ctra. Jorobas-Tula s/n. Colonia Progreso,sin dato,sin dato,42980,Hidalgo,Atotonilco de Tula,778 735 0768,"García Ramírez Florencio Santiago, Presidente de ejidatarios",www.trituradosejidoprogreso.com,contacto@ejidoprogreso.com,Caliza,"Comercialización, extracción",-99.22346,20.012237,jan-25
"Triturados Lozano, S.A. de C.V.",Empresa,Ctra. Federal Puebla-Tehuacán km 12.5. Colonia Xonacatepec III,Santa Cruz Xonacatepec,Amozoc,72994,Puebla,Amozoc,222 286 0715,s/i,www.trituradoslozano.com,informes@trituradoslozano.com,Agregados pétreos,"Comercialización, extracción",-98.082007,19.046194,jan-25
"Triturados Pétreos Guva, S.A. de C.V.",Empresa,Ctra. Matehuala km 4. Colonia Palomas,Las Palomas,San Luis Potosí,78170,San Luis Potosí,Armadillo de los Infante,444 720 3022,"Araiza Rodríguez Adán, Encargado",www.trituradospetreosguva.com,contacto@guva.mx,Caliza arenosa,"Comercialización, extracción",-100.783662,22.294769,jan-25
"Triturados Seyé, S.A. de C.V.",Empresa,Ctra. Seyé km 3. Colonia Seyé,Seyé,Seyé,97570,Yucatán,Seyé,999 194 9212,s/i,s/i,triturados-seye@hotmail.com,Agregados pétreos,"Comercialización, extracción",-89.381315,20.860944,jan-25
"Triturados de Valladolid, S.A. de C.V. (TRIVASA)",Empresa,C. 37 n.° 208 D. Colonia Candelaria,Valladolid Centro,Valladolid,97780,Yucatán,Valladolid,985 100 4218,"García Ángel, Gerente",www.trivasa.com.mx,angelgarcia@trivasa.com.mx,Arena y grava,"Comercialización, extracción",-88.206488,20.691864,jan-25
"Triturados de Yeso, S.A. de C.V. (Triyesa)",Empresa,Av. Salvador Nava Martínez n.° 560. Colonia Himno Nacional,Himno Nacional,San Luis Potosí,78280,San Luis Potosí,San Luis Potosí,444 820 2023,"Galindo Vilchis Ángel, Director",triyesa.com,triyesa@hotmail.com,Yeso,Extracción,-100.97837,22.12971,jan-25
"Triturados y Construcciones KAAE, S.A. de C.V.",Empresa,Ctra. Pichucalco-Ixtacomitán km 5. Colonia Nicolás Bravo 1 sección,Los Cascabeles,Pichucalco,29528,Chiapas,Pichucalco,993 169 0508,"Almeyda Ramos Hugo Francisco, Administrador",s/i,trikae@hotmail.com,Arena y grava,Comercialización,-93.104474,17.478607,jan-25
"Triturados y agregados de Puebla, S.A. de C.V.",Empresa,Ctra. Federal Puebla-Tehuacán km 33.5. Colonia Centro,Tepeaca Centro,Tepeaca,75200,Puebla,Tepeaca,222 564 8154,"Sánchez Eduardo, Director",trituradostapsa.com,s/i,Agregados pétreos,"Comercialización, extracción",-97.911315,18.980469,jan-25
Triturados Ávila y Materiales de Construcción,Empresa,C. 42 n.° 185. Colonia Centro,Valladolid Centro,Valladolid,97780,Yucatán,Valladolid,985 856 0898,"Ávila Ayala Fernando, Dueño",s/i,nandoavila22@hotmail.com,Agregados pétreos,Comercialización,-88.202574,20.692679,jan-25
"Técnica Mineral, S. A. de C. V.",Empresa,Anillo Perif. Sur Manuel Gómez Morín n.° 6000. Colonia Artesanos,sin dato,sin dato,45590,Jalisco,Tlaquepaque,333 601 2233,"Arévalo Guzmán Marcela, Representante legal",tecnicamineral.com.mx,marevalo@tecnicamineral.com.mx,Caolín,Explotación,-103.35491,20.57712,jan-25
"USG México, S.A. de C.V.",Empresa,Av. Vasco de Quiroga n.° 4800. Colonia Santa Fe Cuajimalpa,Santa Fe Cuajimalpa,Cuajimalpa de Morelos,5348,Ciudad de México,Cuajimalpa de Morelos,555 261 6300,"Saldívar J. Guadalupe, Encargado de mina y planta",www.usg.com,contactousglatam@usg.com,Yeso,Extracción,-100.881966,22.157124,jan-25
Unidad de Producción Socio-Económica Ejidal Especializada Santa María Ajoloapan,Empresa,Plaza principal s/n. Colonia Centro,Santa María Ajoloapan,Hueypoxtla,55679,Estado de México,Hueypoxtla,599 912 4913,"Olivares Olga Lidia, Secretaria / Santillán Reyes Ángel, Presidente",s/i,comisaria.ejidal.21@gmail.com / comisaria.ejidal.21@gmail.com,"Bentonita, caliza, cuarzo, dolomita, riolita, tepetate","Comercialización, extracción",-99.045617,19.977886,mar-25
"Unión Salinera del Marqués, S.A. de C.V.",Empresa,Salinas del Marqués. Colonia Centro,Salina del Marques,Salina Cruz,70704,Oaxaca,Salina Cruz,971 729 3056,"Gallegos Reyes Carlos, Presidente de administración",s/i,c.gallegosreyes@gmail.com,Sal,"Comercialización, extracción",-95.234,16.164,jan-25
Urastar Gold Corporation,Empresa,"Blvd. Luis Donaldo Colosio n.° 450, nivel 7. Colonia Metrocentro",Alameda,Hermosillo,83204,Sonora,Hermosillo,662 236 2220,"Roberston Adrián, Presidente",www.urastargold.com,info@urastargold.com,"Cobre, oro, plata",Exploración,-110.987361,29.093361,jan-25
"VVC Exploración de México, S. de R.L. de C.V.",Empresa,Blvd. Ortiz Mena n.° 2807 int. 22. Colonia Quintas del Sol,Quintas del Sol,Chihuahua,31214,Chihuahua,Chihuahua,614 613 4097,"Culver Jim, Director general",www.vvcresources.com,jim@vvcexploration.com,Cobre,"Desarrollo minero, exploración",-106.0984,28.6314,jan-25
YEJ LAO Laminados y terminados artesanales en Cantera,Empresa,Domicilio conocido. Colonia Magdalena Apasco,Magdalena Apasco,Magdalena Apasco,68226,Oaxaca,Magdalena Apasco,951 322 6836,"Santiago Patricio, Dueño",s/i,s/i,Cantera,Comercialización,-96.813655,17.239112,feb-25
Yeso Agrícola,Empresa,Chivatera n.° 41. Colonia Minera Sección Oeste,Minera Sección Oeste,Cananea,84623,Sonora,Cananea,662 326 0214,"Grijalva Ruíz Paz, Encargada",s/i,pgrijalvar@hotmail.com,Yeso,Explotación,-109.297849,31.308637,jan-25
"Yeso Industrial de Navojoa, S.A. de C.V.",Empresa,Av. Eje 4 7. Colonia Parque Industrial,Industrial Park Navojoa,Navojoa,85895,Sonora,Navojoa,642 425 5950,"Schwarzbeck Noriega Humberto, Presidente de consejo",yesoindustrialdenavojoa.miadn.mx,hsn@yinsa.com,Yeso,"Comercialización, extracción",-109.42527,27.099606,jan-25
5 de Mayo,Mina,El Catorce-Tahuehueto (Tepehuanes a 175 km al este),Santa Catarina de Tepehuanes,Tepehuanes,35600,Durango,Tepehuanes,618 129 5416,"Alexandri Rionda Armando, Director de operaciones",www.lucamining.com,ir@lucamining.com,"Cobre, oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-106.624324,25.419204,jan-25
"Agregados de Caliza, S.A. de C.V.",Mina,Ctra. Bernal-Toliman km 1,Bernal,Ezequiel Montes,76680,Querétaro,Ezequiel Montes,441 322 9825,"Villalobos Maldonado José de la Cruz, Gerente de operaciones",www.agregadosdecaliza.com,g.ventas@agregadosdecaliza.com,Caliza,Extracción,-99.929571,20.750023,jan-25
